book,src_iso,trg_iso,num_refs,references,sent_len,scorer,score
ALL,swh,cwe,0,,3171,BLEU,17.93/50.09/23.77/12.58/6.90/1.000/78055/73679
ALL,swh,cwe,0,,3171,CHRF3,51.44
ALL,swh,cwe,0,,3171,WER,52.43
ALL,swh,cwe,0,,3171,TER,75.36
ALL,swh,cwe,0,,3171,spBLEU,25.85
ROM,swh,cwe,0,,433,BLEU,19.32/51.73/25.33/13.73/7.74/1.000/10368/9885
ROM,swh,cwe,0,,433,CHRF3,53.06
ROM,swh,cwe,0,,433,WER,49.68
ROM,swh,cwe,0,,433,TER,74.38
ROM,swh,cwe,0,,433,spBLEU,27.71
1CO,swh,cwe,0,,437,BLEU,16.28/48.90/22.25/11.12/5.81/1.000/10070/9418
1CO,swh,cwe,0,,437,CHRF3,49.86
1CO,swh,cwe,0,,437,WER,53.75
1CO,swh,cwe,0,,437,TER,77.49
1CO,swh,cwe,0,,437,spBLEU,24.66
2CO,swh,cwe,0,,256,BLEU,13.47/45.08/18.49/8.83/4.47/1.000/6358/6056
2CO,swh,cwe,0,,256,CHRF3,46.79
2CO,swh,cwe,0,,256,WER,58.68
2CO,swh,cwe,0,,256,TER,82.47
2CO,swh,cwe,0,,256,spBLEU,20.92
GAL,swh,cwe,0,,149,BLEU,20.80/52.90/26.90/15.25/8.63/1.000/3380/3290
GAL,swh,cwe,0,,149,CHRF3,52.62
GAL,swh,cwe,0,,149,WER,49.81
GAL,swh,cwe,0,,149,TER,72.23
GAL,swh,cwe,0,,149,spBLEU,28.83
EPH,swh,cwe,0,,155,BLEU,17.33/49.34/22.52/11.97/6.79/1.000/3352/3222
EPH,swh,cwe,0,,155,CHRF3,49.21
EPH,swh,cwe,0,,155,WER,55.69
EPH,swh,cwe,0,,155,TER,77.89
EPH,swh,cwe,0,,155,spBLEU,24.61
PHP,swh,cwe,0,,104,BLEU,14.99/46.36/20.06/10.23/5.30/1.000/2407/2144
PHP,swh,cwe,0,,104,CHRF3,50.41
PHP,swh,cwe,0,,104,WER,57.44
PHP,swh,cwe,0,,104,TER,82.30
PHP,swh,cwe,0,,104,spBLEU,22.30
COL,swh,cwe,0,,95,BLEU,16.33/50.09/22.52/11.29/5.59/1.000/2218/2112
COL,swh,cwe,0,,95,CHRF3,50.72
COL,swh,cwe,0,,95,WER,51.69
COL,swh,cwe,0,,95,TER,74.89
COL,swh,cwe,0,,95,spBLEU,25.14
1TH,swh,cwe,0,,89,BLEU,15.09/45.90/20.43/10.25/5.40/1.000/1915/1768
1TH,swh,cwe,0,,89,CHRF3,50.18
1TH,swh,cwe,0,,89,WER,57.10
1TH,swh,cwe,0,,89,TER,78.92
1TH,swh,cwe,0,,89,spBLEU,23.54
2TH,swh,cwe,0,,47,BLEU,18.88/51.10/24.05/13.40/7.71/1.000/1049/1007
2TH,swh,cwe,0,,47,CHRF3,52.56
2TH,swh,cwe,0,,47,WER,49.64
2TH,swh,cwe,0,,47,TER,71.63
2TH,swh,cwe,0,,47,spBLEU,27.86
1TI,swh,cwe,0,,113,BLEU,17.53/50.17/23.09/12.04/6.78/1.000/2685/2655
1TI,swh,cwe,0,,113,CHRF3,49.81
1TI,swh,cwe,0,,113,WER,52.42
1TI,swh,cwe,0,,113,TER,74.49
1TI,swh,cwe,0,,113,spBLEU,25.72
2TI,swh,cwe,0,,83,BLEU,17.87/50.83/23.99/12.64/6.61/1.000/1867/1755
2TI,swh,cwe,0,,83,CHRF3,52.85
2TI,swh,cwe,0,,83,WER,47.77
2TI,swh,cwe,0,,83,TER,73.29
2TI,swh,cwe,0,,83,spBLEU,27.18
TIT,swh,cwe,0,,46,BLEU,15.40/47.31/21.16/10.76/5.23/1.000/1114/1036
TIT,swh,cwe,0,,46,CHRF3,50.50
TIT,swh,cwe,0,,46,WER,55.37
TIT,swh,cwe,0,,46,TER,77.92
TIT,swh,cwe,0,,46,spBLEU,22.53
PHM,swh,cwe,0,,25,BLEU,17.38/52.69/24.16/11.75/6.10/1.000/501/446
PHM,swh,cwe,0,,25,CHRF3,53.97
PHM,swh,cwe,0,,25,WER,58.09
PHM,swh,cwe,0,,25,TER,79.43
PHM,swh,cwe,0,,25,spBLEU,27.77
HEB,swh,cwe,0,,303,BLEU,18.79/51.02/24.93/13.32/7.35/1.000/7467/7131
HEB,swh,cwe,0,,303,CHRF3,51.61
HEB,swh,cwe,0,,303,WER,53.21
HEB,swh,cwe,0,,303,TER,74.60
HEB,swh,cwe,0,,303,spBLEU,26.75
JAS,swh,cwe,0,,108,BLEU,15.24/46.59/20.73/10.29/5.42/1.000/2481/2284
JAS,swh,cwe,0,,108,CHRF3,49.41
JAS,swh,cwe,0,,108,WER,53.70
JAS,swh,cwe,0,,108,TER,79.30
JAS,swh,cwe,0,,108,spBLEU,22.77
1PE,swh,cwe,0,,105,BLEU,16.39/49.17/22.65/11.28/5.75/1.000/2595/2491
1PE,swh,cwe,0,,105,CHRF3,49.94
1PE,swh,cwe,0,,105,WER,53.68
1PE,swh,cwe,0,,105,TER,77.11
1PE,swh,cwe,0,,105,spBLEU,24.98
2PE,swh,cwe,0,,61,BLEU,13.13/43.51/17.86/8.64/4.43/1.000/1696/1559
2PE,swh,cwe,0,,61,CHRF3,47.63
2PE,swh,cwe,0,,61,WER,59.32
2PE,swh,cwe,0,,61,TER,82.40
2PE,swh,cwe,0,,61,spBLEU,20.12
1JN,swh,cwe,0,,105,BLEU,23.66/57.14/30.33/17.74/10.18/1.000/2436/2407
1JN,swh,cwe,0,,105,CHRF3,56.34
1JN,swh,cwe,0,,105,WER,43.42
1JN,swh,cwe,0,,105,TER,65.40
1JN,swh,cwe,0,,105,spBLEU,31.70
2JN,swh,cwe,0,,13,BLEU,20.17/55.56/27.64/14.12/7.63/1.000/288/280
2JN,swh,cwe,0,,13,CHRF3,57.21
2JN,swh,cwe,0,,13,WER,47.56
2JN,swh,cwe,0,,13,TER,69.83
2JN,swh,cwe,0,,13,spBLEU,29.16
3JN,swh,cwe,0,,15,BLEU,11.58/45.69/17.79/7.42/2.99/1.000/313/289
3JN,swh,cwe,0,,15,CHRF3,50.08
3JN,swh,cwe,0,,15,WER,55.76
3JN,swh,cwe,0,,15,TER,81.85
3JN,swh,cwe,0,,15,spBLEU,20.35
JUD,swh,cwe,0,,25,BLEU,19.14/49.29/25.00/13.89/7.83/1.000/777/703
JUD,swh,cwe,0,,25,CHRF3,51.42
JUD,swh,cwe,0,,25,WER,54.02
JUD,swh,cwe,0,,25,TER,78.39
JUD,swh,cwe,0,,25,spBLEU,24.75
REV,swh,cwe,0,,404,BLEU,20.86/52.82/27.16/15.14/8.71/1.000/12718/11741
REV,swh,cwe,0,,404,CHRF3,54.74
REV,swh,cwe,0,,404,WER,48.17
REV,swh,cwe,0,,404,TER,69.99
REV,swh,cwe,0,,404,spBLEU,28.40
