book,src_iso,trg_iso,num_refs,references,sent_len,scorer,score
ALL,npi,taj,0,,3159,BLEU,17.99/43.78/23.59/13.17/7.71/1.000/111863/103888
ALL,npi,taj,0,,3159,CHRF3,48.86
ALL,npi,taj,0,,3159,WER,64.90
ALL,npi,taj,0,,3159,TER,80.81
ALL,npi,taj,0,,3159,spBLEU,35.56
ROM,npi,taj,0,,431,BLEU,18.88/44.70/24.49/14.00/8.29/1.000/15207/14305
ROM,npi,taj,0,,431,CHRF3,49.16
ROM,npi,taj,0,,431,WER,63.82
ROM,npi,taj,0,,431,TER,79.80
ROM,npi,taj,0,,431,spBLEU,36.09
1CO,npi,taj,0,,437,BLEU,18.24/44.20/23.67/13.35/7.92/1.000/14810/13857
1CO,npi,taj,0,,437,CHRF3,47.99
1CO,npi,taj,0,,437,WER,63.08
1CO,npi,taj,0,,437,TER,79.84
1CO,npi,taj,0,,437,spBLEU,35.63
2CO,npi,taj,0,,255,BLEU,15.15/41.24/20.71/10.67/5.78/1.000/9583/8965
2CO,npi,taj,0,,255,CHRF3,45.88
2CO,npi,taj,0,,255,WER,67.98
2CO,npi,taj,0,,255,TER,84.34
2CO,npi,taj,0,,255,spBLEU,33.13
GAL,npi,taj,0,,149,BLEU,19.66/44.27/25.11/14.94/9.01/1.000/5132/4578
GAL,npi,taj,0,,149,CHRF3,51.04
GAL,npi,taj,0,,149,WER,66.31
GAL,npi,taj,0,,149,TER,81.13
GAL,npi,taj,0,,149,spBLEU,36.50
EPH,npi,taj,0,,150,BLEU,14.87/40.04/20.07/10.26/5.93/1.000/5057/4386
EPH,npi,taj,0,,150,CHRF3,48.10
EPH,npi,taj,0,,150,WER,72.77
EPH,npi,taj,0,,150,TER,89.38
EPH,npi,taj,0,,150,spBLEU,32.25
PHP,npi,taj,0,,104,BLEU,15.91/39.87/20.73/11.74/6.60/1.000/3539/3058
PHP,npi,taj,0,,104,CHRF3,48.13
PHP,npi,taj,0,,104,WER,71.82
PHP,npi,taj,0,,104,TER,88.25
PHP,npi,taj,0,,104,spBLEU,33.21
COL,npi,taj,0,,94,BLEU,14.41/41.42/20.82/10.08/4.96/1.000/3245/3066
COL,npi,taj,0,,94,CHRF3,46.71
COL,npi,taj,0,,94,WER,68.03
COL,npi,taj,0,,94,TER,83.48
COL,npi,taj,0,,94,spBLEU,33.48
1TH,npi,taj,0,,88,BLEU,18.73/43.17/24.11/14.05/8.42/1.000/2759/2554
1TH,npi,taj,0,,88,CHRF3,48.38
1TH,npi,taj,0,,88,WER,66.36
1TH,npi,taj,0,,88,TER,78.91
1TH,npi,taj,0,,88,spBLEU,34.93
2TH,npi,taj,0,,47,BLEU,17.55/42.28/23.28/12.98/7.42/1.000/1542/1361
2TH,npi,taj,0,,47,CHRF3,49.38
2TH,npi,taj,0,,47,WER,65.97
2TH,npi,taj,0,,47,TER,84.55
2TH,npi,taj,0,,47,spBLEU,33.89
1TI,npi,taj,0,,112,BLEU,15.65/41.03/21.38/11.29/6.06/1.000/3919/3554
1TI,npi,taj,0,,112,CHRF3,47.42
1TI,npi,taj,0,,112,WER,68.30
1TI,npi,taj,0,,112,TER,84.68
1TI,npi,taj,0,,112,spBLEU,32.20
