book,src_iso,trg_iso,num_refs,references,sent_len,scorer,score
ALL,swh,cwe,0,,837,BLEU,20.86/53.42/26.83/15.06/8.77/1.000/22574/21626
ALL,swh,cwe,0,,837,CHRF3,54.38
ALL,swh,cwe,0,,837,WER,50.57
ALL,swh,cwe,0,,837,TER,72.44
ALL,swh,cwe,0,,837,spBLEU,29.98
ROM,swh,cwe,0,,433,BLEU,19.84/52.55/25.27/14.08/8.28/1.000/10341/9885
ROM,swh,cwe,0,,433,CHRF3,54.39
ROM,swh,cwe,0,,433,WER,52.18
ROM,swh,cwe,0,,433,TER,76.02
ROM,swh,cwe,0,,433,spBLEU,29.61
REV,swh,cwe,0,,404,BLEU,21.70/54.15/28.13/15.88/9.17/1.000/12233/11741
REV,swh,cwe,0,,404,CHRF3,54.37
REV,swh,cwe,0,,404,WER,48.84
REV,swh,cwe,0,,404,TER,69.50
REV,swh,cwe,0,,404,spBLEU,30.31
