book,src_iso,trg_iso,num_refs,references,sent_len,scorer,score
ALL,swh,cwe,0,,3171,BLEU,16.54/48.22/21.90/11.37/6.23/1.000/78588/73679
ALL,swh,cwe,0,,3171,CHRF3,50.12
ALL,swh,cwe,0,,3171,WER,55.54
ALL,swh,cwe,0,,3171,TER,78.85
ALL,swh,cwe,0,,3171,spBLEU,24.47
ROM,swh,cwe,0,,433,BLEU,16.33/48.24/21.49/11.10/6.18/1.000/10675/9885
ROM,swh,cwe,0,,433,CHRF3,50.98
ROM,swh,cwe,0,,433,WER,56.20
ROM,swh,cwe,0,,433,TER,81.38
ROM,swh,cwe,0,,433,spBLEU,24.54
1CO,swh,cwe,0,,437,BLEU,15.97/47.10/21.68/10.95/5.81/1.000/10099/9418
1CO,swh,cwe,0,,437,CHRF3,49.07
1CO,swh,cwe,0,,437,WER,55.96
1CO,swh,cwe,0,,437,TER,81.08
1CO,swh,cwe,0,,437,spBLEU,23.98
2CO,swh,cwe,0,,256,BLEU,12.44/43.19/17.04/8.11/4.02/1.000/6442/6056
2CO,swh,cwe,0,,256,CHRF3,45.86
2CO,swh,cwe,0,,256,WER,61.62
2CO,swh,cwe,0,,256,TER,85.72
2CO,swh,cwe,0,,256,spBLEU,19.69
GAL,swh,cwe,0,,149,BLEU,18.43/50.16/23.70/12.93/7.51/1.000/3445/3290
GAL,swh,cwe,0,,149,CHRF3,51.30
GAL,swh,cwe,0,,149,WER,55.83
GAL,swh,cwe,0,,149,TER,77.98
GAL,swh,cwe,0,,149,spBLEU,26.41
EPH,swh,cwe,0,,155,BLEU,12.78/45.41/18.16/8.24/3.93/1.000/3442/3222
EPH,swh,cwe,0,,155,CHRF3,46.61
EPH,swh,cwe,0,,155,WER,61.96
EPH,swh,cwe,0,,155,TER,85.61
EPH,swh,cwe,0,,155,spBLEU,21.07
PHP,swh,cwe,0,,104,BLEU,11.91/42.65/17.08/7.79/3.54/1.000/2429/2144
PHP,swh,cwe,0,,104,CHRF3,47.57
PHP,swh,cwe,0,,104,WER,62.98
PHP,swh,cwe,0,,104,TER,89.21
PHP,swh,cwe,0,,104,spBLEU,20.00
COL,swh,cwe,0,,95,BLEU,13.18/45.40/17.95/8.55/4.33/1.000/2295/2112
COL,swh,cwe,0,,95,CHRF3,47.26
COL,swh,cwe,0,,95,WER,59.09
COL,swh,cwe,0,,95,TER,83.23
COL,swh,cwe,0,,95,spBLEU,20.98
1TH,swh,cwe,0,,89,BLEU,17.43/47.13/22.06/12.32/7.21/1.000/1988/1768
1TH,swh,cwe,0,,89,CHRF3,52.44
1TH,swh,cwe,0,,89,WER,54.95
1TH,swh,cwe,0,,89,TER,78.60
1TH,swh,cwe,0,,89,spBLEU,25.53
2TH,swh,cwe,0,,47,BLEU,18.36/50.00/24.44/12.85/7.23/1.000/1082/1007
2TH,swh,cwe,0,,47,CHRF3,53.40
2TH,swh,cwe,0,,47,WER,49.86
2TH,swh,cwe,0,,47,TER,71.30
2TH,swh,cwe,0,,47,spBLEU,27.74
1TI,swh,cwe,0,,113,BLEU,17.29/49.26/22.67/11.90/6.73/1.000/2822/2655
1TI,swh,cwe,0,,113,CHRF3,51.34
1TI,swh,cwe,0,,113,WER,51.91
1TI,swh,cwe,0,,113,TER,75.37
1TI,swh,cwe,0,,113,spBLEU,25.73
2TI,swh,cwe,0,,83,BLEU,18.30/50.37/24.30/12.85/7.14/1.000/1902/1755
2TI,swh,cwe,0,,83,CHRF3,53.57
2TI,swh,cwe,0,,83,WER,48.82
2TI,swh,cwe,0,,83,TER,74.44
2TI,swh,cwe,0,,83,spBLEU,27.48
TIT,swh,cwe,0,,46,BLEU,14.27/45.00/19.15/10.12/4.75/1.000/1169/1036
TIT,swh,cwe,0,,46,CHRF3,50.55
TIT,swh,cwe,0,,46,WER,57.79
TIT,swh,cwe,0,,46,TER,82.74
TIT,swh,cwe,0,,46,spBLEU,21.62
PHM,swh,cwe,0,,25,BLEU,14.35/48.96/21.10/9.77/4.20/1.000/480/446
PHM,swh,cwe,0,,25,CHRF3,50.41
PHM,swh,cwe,0,,25,WER,59.94
PHM,swh,cwe,0,,25,TER,80.21
PHM,swh,cwe,0,,25,spBLEU,24.34
HEB,swh,cwe,0,,303,BLEU,16.35/48.51/21.77/11.09/6.10/1.000/7396/7131
HEB,swh,cwe,0,,303,CHRF3,49.20
HEB,swh,cwe,0,,303,WER,56.63
HEB,swh,cwe,0,,303,TER,78.40
HEB,swh,cwe,0,,303,spBLEU,24.22
JAS,swh,cwe,0,,108,BLEU,15.84/47.54/20.83/10.63/5.97/1.000/2417/2284
JAS,swh,cwe,0,,108,CHRF3,49.53
JAS,swh,cwe,0,,108,WER,53.87
JAS,swh,cwe,0,,108,TER,77.49
JAS,swh,cwe,0,,108,spBLEU,23.81
1PE,swh,cwe,0,,105,BLEU,13.90/45.41/19.89/9.23/4.48/1.000/2724/2491
1PE,swh,cwe,0,,105,CHRF3,48.66
1PE,swh,cwe,0,,105,WER,59.11
1PE,swh,cwe,0,,105,TER,83.56
1PE,swh,cwe,0,,105,spBLEU,22.42
2PE,swh,cwe,0,,61,BLEU,14.42/44.19/18.81/9.76/5.34/1.000/1720/1559
2PE,swh,cwe,0,,61,CHRF3,48.52
2PE,swh,cwe,0,,61,WER,58.67
2PE,swh,cwe,0,,61,TER,82.76
2PE,swh,cwe,0,,61,spBLEU,21.61
1JN,swh,cwe,0,,105,BLEU,21.64/54.14/27.39/15.74/9.40/1.000/2453/2407
1JN,swh,cwe,0,,105,CHRF3,53.97
1JN,swh,cwe,0,,105,WER,46.67
1JN,swh,cwe,0,,105,TER,69.11
1JN,swh,cwe,0,,105,spBLEU,29.76
2JN,swh,cwe,0,,13,BLEU,15.52/50.17/21.74/9.51/5.60/1.000/289/280
2JN,swh,cwe,0,,13,CHRF3,51.34
2JN,swh,cwe,0,,13,WER,49.39
2JN,swh,cwe,0,,13,TER,73.97
2JN,swh,cwe,0,,13,spBLEU,22.01
3JN,swh,cwe,0,,15,BLEU,13.80/42.04/17.30/9.57/5.21/1.000/333/289
3JN,swh,cwe,0,,15,CHRF3,49.32
3JN,swh,cwe,0,,15,WER,54.71
3JN,swh,cwe,0,,15,TER,87.10
3JN,swh,cwe,0,,15,spBLEU,21.29
JUD,swh,cwe,0,,25,BLEU,14.86/48.61/21.87/9.85/4.65/1.000/720/703
JUD,swh,cwe,0,,25,CHRF3,47.86
JUD,swh,cwe,0,,25,WER,53.02
JUD,swh,cwe,0,,25,TER,78.39
JUD,swh,cwe,0,,25,spBLEU,22.04
