book,src_iso,trg_iso,num_refs,references,sent_len,scorer,score
ALL,swh,cwe,0,,3171,BLEU,15.47/47.53/20.65/10.42/5.61/1.000/76201/73679
ALL,swh,cwe,0,,3171,CHRF3,47.92
ALL,swh,cwe,0,,3171,WER,56.51
ALL,swh,cwe,0,,3171,TER,79.59
ALL,swh,cwe,0,,3171,spBLEU,23.07
ROM,swh,cwe,0,,433,BLEU,15.85/47.77/21.14/10.67/5.86/1.000/10353/9885
ROM,swh,cwe,0,,433,CHRF3,49.30
ROM,swh,cwe,0,,433,WER,55.96
ROM,swh,cwe,0,,433,TER,81.02
ROM,swh,cwe,0,,433,spBLEU,23.63
1CO,swh,cwe,0,,437,BLEU,15.25/47.44/20.75/10.15/5.42/1.000/9763/9418
1CO,swh,cwe,0,,437,CHRF3,47.28
1CO,swh,cwe,0,,437,WER,56.78
1CO,swh,cwe,0,,437,TER,80.37
1CO,swh,cwe,0,,437,spBLEU,22.98
2CO,swh,cwe,0,,256,BLEU,11.84/43.12/16.24/7.46/3.76/1.000/6143/6056
2CO,swh,cwe,0,,256,CHRF3,44.00
2CO,swh,cwe,0,,256,WER,60.58
2CO,swh,cwe,0,,256,TER,84.79
2CO,swh,cwe,0,,256,spBLEU,19.02
GAL,swh,cwe,0,,149,BLEU,17.07/49.15/21.93/11.81/6.67/1.000/3414/3290
GAL,swh,cwe,0,,149,CHRF3,49.36
GAL,swh,cwe,0,,149,WER,56.69
GAL,swh,cwe,0,,149,TER,79.76
GAL,swh,cwe,0,,149,spBLEU,24.80
EPH,swh,cwe,0,,155,BLEU,12.30/45.53/18.04/7.74/3.61/1.000/3321/3222
EPH,swh,cwe,0,,155,CHRF3,45.08
EPH,swh,cwe,0,,155,WER,62.41
EPH,swh,cwe,0,,155,TER,83.82
EPH,swh,cwe,0,,155,spBLEU,20.28
PHP,swh,cwe,0,,104,BLEU,11.61/43.46/16.49/7.28/3.48/1.000/2324/2144
PHP,swh,cwe,0,,104,CHRF3,45.68
PHP,swh,cwe,0,,104,WER,61.42
PHP,swh,cwe,0,,104,TER,87.03
PHP,swh,cwe,0,,104,spBLEU,19.44
COL,swh,cwe,0,,95,BLEU,12.55/45.29/17.49/8.20/3.82/1.000/2250/2112
