book,src_iso,trg_iso,num_refs,references,sent_len,scorer,score
ALL,hau,daa,0,,3148,BLEU,13.20/45.48/18.19/8.59/4.27/1.000/106204/105421
ALL,hau,daa,0,,3148,CHRF3,37.96
ALL,hau,daa,0,,3148,WER,65.85
ALL,hau,daa,0,,3148,TER,85.55
ALL,hau,daa,0,,3148,spBLEU,21.27
ROM,hau,daa,0,,428,BLEU,14.53/48.12/20.10/10.07/5.21/0.968/14475/14944
ROM,hau,daa,0,,428,CHRF3,38.75
ROM,hau,daa,0,,428,WER,62.79
ROM,hau,daa,0,,428,TER,82.10
ROM,hau,daa,0,,428,spBLEU,23.18
1CO,hau,daa,0,,434,BLEU,13.15/45.93/18.53/8.54/4.12/1.000/14044/14050
1CO,hau,daa,0,,434,CHRF3,37.48
1CO,hau,daa,0,,434,WER,64.64
1CO,hau,daa,0,,434,TER,84.82
1CO,hau,daa,0,,434,spBLEU,20.77
2CO,hau,daa,0,,253,BLEU,11.53/43.23/16.30/7.35/3.56/0.990/8916/9009
2CO,hau,daa,0,,253,CHRF3,35.63
2CO,hau,daa,0,,253,WER,67.77
2CO,hau,daa,0,,253,TER,87.12
2CO,hau,daa,0,,253,spBLEU,17.89
GAL,hau,daa,0,,148,BLEU,13.08/44.44/17.59/8.52/4.39/1.000/4793/4769
GAL,hau,daa,0,,148,CHRF3,37.18
GAL,hau,daa,0,,148,WER,67.21
GAL,hau,daa,0,,148,TER,87.18
GAL,hau,daa,0,,148,spBLEU,21.14
EPH,hau,daa,0,,153,BLEU,10.52/43.88/15.84/6.48/2.87/0.987/4471/4529
EPH,hau,daa,0,,153,CHRF3,36.23
EPH,hau,daa,0,,153,WER,69.20
EPH,hau,daa,0,,153,TER,89.79
EPH,hau,daa,0,,153,spBLEU,19.75
PHP,hau,daa,0,,104,BLEU,11.10/44.82/16.33/7.69/3.88/0.913/3251/3547
PHP,hau,daa,0,,104,CHRF3,33.74
PHP,hau,daa,0,,104,WER,66.94
PHP,hau,daa,0,,104,TER,85.30
PHP,hau,daa,0,,104,spBLEU,17.90
COL,hau,daa,0,,94,BLEU,10.60/43.50/15.46/6.44/2.91/1.000/3030/2847
COL,hau,daa,0,,94,CHRF3,38.07
COL,hau,daa,0,,94,WER,71.08
COL,hau,daa,0,,94,TER,89.87
COL,hau,daa,0,,94,spBLEU,19.82
1TH,hau,daa,0,,89,BLEU,14.66/46.58/19.18/9.82/5.27/1.000/2602/2584
1TH,hau,daa,0,,89,CHRF3,39.20
1TH,hau,daa,0,,89,WER,63.25
1TH,hau,daa,0,,89,TER,83.93
1TH,hau,daa,0,,89,spBLEU,23.12
2TH,hau,daa,0,,47,BLEU,14.78/47.03/20.03/9.76/5.18/1.000/1395/1391
2TH,hau,daa,0,,47,CHRF3,39.62
2TH,hau,daa,0,,47,WER,61.24
2TH,hau,daa,0,,47,TER,80.26
2TH,hau,daa,0,,47,spBLEU,22.72
1TI,hau,daa,0,,112,BLEU,10.83/41.57/14.71/6.83/3.29/1.000/3796/3582
1TI,hau,daa,0,,112,CHRF3,36.84
1TI,hau,daa,0,,112,WER,69.40
1TI,hau,daa,0,,112,TER,89.95
1TI,hau,daa,0,,112,spBLEU,18.86
2TI,hau,daa,0,,83,BLEU,12.17/43.58/17.20/7.72/3.79/1.000/2600/2527
2TI,hau,daa,0,,83,CHRF3,37.75
2TI,hau,daa,0,,83,WER,65.99
2TI,hau,daa,0,,83,TER,86.02
2TI,hau,daa,0,,83,spBLEU,19.59
TIT,hau,daa,0,,46,BLEU,9.08/39.70/13.40/5.11/2.50/1.000/1539/1531
