book,src_iso,trg_iso,num_refs,references,sent_len,scorer,score
ALL,grc,mal,0,,3167,BLEU,8.16/36.22/11.88/4.87/2.12/1.000/46349/45829
ALL,grc,mal,0,,3167,CHRF3,46.60
ALL,grc,mal,0,,3167,WER,62.59
ALL,grc,mal,0,,3167,TER,88.00
ALL,grc,mal,0,,3167,spBLEU,21.46
ROM,grc,mal,0,,430,BLEU,8.60/37.40/12.42/5.12/2.32/0.998/5898/5912
ROM,grc,mal,0,,430,CHRF3,46.78
ROM,grc,mal,0,,430,WER,62.65
ROM,grc,mal,0,,430,TER,87.64
ROM,grc,mal,0,,430,spBLEU,21.64
1CO,grc,mal,0,,437,BLEU,9.15/39.85/14.12/5.73/2.17/1.000/6053/6043
1CO,grc,mal,0,,437,CHRF3,49.47
1CO,grc,mal,0,,437,WER,57.31
1CO,grc,mal,0,,437,TER,84.18
1CO,grc,mal,0,,437,spBLEU,24.44
2CO,grc,mal,0,,255,BLEU,6.15/34.86/9.21/3.31/1.35/1.000/3959/3923
2CO,grc,mal,0,,255,CHRF3,45.06
2CO,grc,mal,0,,255,WER,66.13
2CO,grc,mal,0,,255,TER,91.08
2CO,grc,mal,0,,255,spBLEU,17.89
GAL,grc,mal,0,,149,BLEU,8.68/40.04/12.76/5.16/2.15/1.000/1983/1983
GAL,grc,mal,0,,149,CHRF3,50.33
GAL,grc,mal,0,,149,WER,58.43
GAL,grc,mal,0,,149,TER,84.80
GAL,grc,mal,0,,149,spBLEU,25.84
EPH,grc,mal,0,,155,BLEU,6.52/30.92/9.31/3.63/1.73/1.000/1853/1775
EPH,grc,mal,0,,155,CHRF3,44.64
EPH,grc,mal,0,,155,WER,68.64
EPH,grc,mal,0,,155,TER,96.32
EPH,grc,mal,0,,155,spBLEU,19.31
PHP,grc,mal,0,,104,BLEU,7.31/35.79/11.17/4.57/1.64/0.988/1411/1428
PHP,grc,mal,0,,104,CHRF3,44.71
PHP,grc,mal,0,,104,WER,65.89
PHP,grc,mal,0,,104,TER,89.47
PHP,grc,mal,0,,104,spBLEU,20.41
COL,grc,mal,0,,95,BLEU,6.16/28.74/8.12/3.40/1.81/1.000/1277/1240
COL,grc,mal,0,,95,CHRF3,42.00
COL,grc,mal,0,,95,WER,68.07
COL,grc,mal,0,,95,TER,95.01
COL,grc,mal,0,,95,spBLEU,17.80
1TH,grc,mal,0,,89,BLEU,7.83/35.86/11.87/4.84/1.83/1.000/1252/1190
1TH,grc,mal,0,,89,CHRF3,48.90
1TH,grc,mal,0,,89,WER,67.02
1TH,grc,mal,0,,89,TER,88.68
1TH,grc,mal,0,,89,spBLEU,22.76
2TH,grc,mal,0,,47,BLEU,10.04/36.25/13.66/6.41/3.21/1.000/640/621
2TH,grc,mal,0,,47,CHRF3,47.93
2TH,grc,mal,0,,47,WER,62.11
2TH,grc,mal,0,,47,TER,85.97
2TH,grc,mal,0,,47,spBLEU,22.15
1TI,grc,mal,0,,113,BLEU,5.07/28.11/7.35/2.62/1.22/1.000/1487/1451
1TI,grc,mal,0,,113,CHRF3,41.34
1TI,grc,mal,0,,113,WER,69.24
1TI,grc,mal,0,,113,TER,96.75
1TI,grc,mal,0,,113,spBLEU,15.97
2TI,grc,mal,0,,83,BLEU,6.91/30.69/9.44/4.29/1.83/1.000/1121/1056
2TI,grc,mal,0,,83,CHRF3,42.36
2TI,grc,mal,0,,83,WER,67.58
2TI,grc,mal,0,,83,TER,95.20
2TI,grc,mal,0,,83,spBLEU,18.24
TIT,grc,mal,0,,46,BLEU,2.14/20.13/4.25/1.16/0.21/1.000/611/557
TIT,grc,mal,0,,46,CHRF3,36.17
TIT,grc,mal,0,,46,WER,72.13
TIT,grc,mal,0,,46,TER,100.61
TIT,grc,mal,0,,46,spBLEU,11.49
PHM,grc,mal,0,,25,BLEU,6.14/34.41/9.44/3.45/1.27/1.000/311/307
PHM,grc,mal,0,,25,CHRF3,45.53
PHM,grc,mal,0,,25,WER,62.39
PHM,grc,mal,0,,25,TER,88.10
PHM,grc,mal,0,,25,spBLEU,20.98
